,aligned_reads_sorted_SRR15838464.bam,aligned_reads_sorted_SRR15838465.bam,aligned_reads_sorted_SRR15838468.bam,aligned_reads_sorted_SRR15838469.bam
Os01g0847900,827,696,959,970
Os01g0848200,574,1803,592,2337
Os01g0848250,0,3,5,17
Os01g0848300,203,166,186,228
Os01g0848475,21,15,21,15
Os01g0848400,119,215,180,154
Os01g0848550,3,6,4,6
Os01g0848766,0,0,0,0
Os01g0848700,97,115,129,167
Os01g0848900,505,1890,713,6469
Os01g0849000,367,1029,349,2127
Os01g0849050,0,0,0,0
Os01g0849100,370,174,377,225
Os01g0849500,278,312,375,544
Os01g0849600,2,65,5,110
Os01g0849950,16,13,19,16
Os01g0850000,90,62,78,50
Os01g0850050,28,4,20,2
Os01g0850100,3725,10135,6219,16002
Os01g0850200,595,680,659,967
Os01g0850400,180,172,203,172
Os01g0850550,2473,1239,3199,1355
Os01g0850700,3854,7597,8887,20310
Os01g0850800,425,172,460,290
Os01g0850900,988,1678,1248,1528
Os01g0851000,1616,1224,2174,2001
Os01g0851100,2249,3729,3310,6310
Os01g0851300,565,558,720,868
Os01g0851400,1419,1237,1686,1696
Os01g0851600,56,90,104,281
Os01g0851700,17891,12097,12314,9974
Os01g0852100,530,419,625,603
Os01g0852000,7,5,4,9
Os01g0852200,2251,2499,2980,3891
Os01g0852300,20,3,11,16
Os01g0852400,563,245,688,415
Os01g0852500,2112,3002,2767,4332
Os01g0852650,0,0,0,0
Os01g0852800,0,0,0,0
Os01g0852900,536,431,661,602
Os01g0853000,62,144,50,185
Os01g0853400,7569,10679,9802,16275
Os01g0853600,607,465,528,511
Os01g0853700,893,1378,1066,1673
Os01g0853800,1275,1530,1719,2574
Os01g0854000,740,1126,1331,1660
Os01g0854400,41,36,36,66
Os01g0854500,22,22,18,32
Os01g0854651,11,4,15,12
Os01g0854800,381,347,592,565
Os01g0855000,4398,2718,5756,4095
Os01g0855200,2434,1749,2729,2921
Os01g0855400,0,0,2,0
Os01g0855600,170,213,339,334
Os01g0855700,6,2,8,12
Os01g0855900,299,271,378,475
Os01g0856000,309,78,346,99
Os01g0856500,1987,1148,2053,1868
Os01g0856550,0,0,0,1
Os01g0856600,1831,1470,1845,1842
Os01g0856800,1885,1766,2628,3185
Os01g0856850,0,2,0,6
Os01g0856900,729,795,843,914
Os01g0857000,2585,2414,3172,3583
Os01g0857100,22,15,18,39
Os01g0857200,372,296,328,376
Os01g0857250,0,0,1,0
Os01g0857300,1030,1040,1211,1281
Os01g0857400,2543,2801,2619,3152
Os01g0857500,673,360,937,540
Os01g0857600,181,61,172,82
Os01g0857650,66,23,84,28
Os01g0857700,3871,5341,4751,8060
Os01g0857900,784,742,1190,1139
Os01g0857925,154,133,215,189
Os01g0857950,524,365,607,505
Os01g0857975,0,0,0,0
Os01g0858000,0,0,0,0
Os01g0858200,19,29,16,22
Os01g0858350,1148,1562,2595,2878
Os01g0858500,1189,1268,1343,1986
Os01g0858700,1458,892,1295,941
Os01g0858900,779,848,1202,1459
Os01g0859100,163,668,212,1210
Os01g0859200,3013,1994,4587,3260
Os01g0859300,13,39,16,215
Os01g0859400,2276,2486,2728,3620
Os01g0859500,598,544,940,1154
Os01g0859600,2216,2546,2878,3865
Os01g0860050,0,0,0,0
Os01g0860300,6377,2991,5673,2694
Os01g0860400,295,272,546,958
Os01g0860450,29,44,41,104
Os01g0860500,0,0,0,0
Os01g0860601,0,0,0,0
Os01g0860700,31,22,58,68
Os01g0860800,8326,17891,9691,25798
Os01g0860900,351,158,591,331
Os01g0861000,505,376,615,489
Os01g0861400,4,11,22,11
Os01g0861700,1093,1452,1717,2313
Os01g0861900,753,458,929,589
Os01g0862000,1620,1764,1926,2612
Os01g0862200,2793,705,4471,1226
Os01g0862300,3901,4202,4352,5587
Os01g0862400,0,0,0,0
Os01g0862500,0,0,0,0
Os01g0862600,300,650,520,1144
Os01g0862800,1289,416,1799,311
Os01g0862850,2,0,5,1
Os01g0863100,4,6,3,13
Os01g0863166,2292,3558,4032,6755
Os01g0863300,564,1439,1413,3842
Os01g0863400,1081,772,1291,1036
Os01g0863500,556,394,853,281
Os01g0863800,85,63,115,130
Os01g0864000,18,10,31,16
Os01g0864100,2,2,3,2
Os01g0864200,788,278,941,229
Os01g0864300,12,1,22,9
Os01g0864401,361,282,440,421
Os01g0864500,3068,3391,4470,3748
Os01g0864566,7,9,0,3
Os01g0864700,1306,981,1892,1460
Os01g0865100,4949,9753,6688,19607
Os01g0865400,364,144,726,561
Os01g0865600,2365,2235,2679,3711
Os01g0865700,51,57,121,77
Os01g0865800,65,44,84,27
Os01g0866000,55,50,73,67
Os01g0865900,0,0,0,0
Os01g0866100,3682,3416,4299,4842
Os01g0866133,13372,13861,17859,19008
Os01g0866200,6328,1144,8660,2046
Os01g0866300,5785,6006,8440,8716
Os01g0866400,15487,7342,27405,8892
Os01g0866500,55,46,43,68
Os01g0866550,2,1,0,0
Os01g0866600,2270,1945,2889,3056
Os01g0866700,1827,1071,1728,1372
Os01g0866750,0,0,0,0
Os01g0866800,5735,6750,7704,10421
Os01g0867100,875,702,1020,953
Os01g0867200,1849,1887,2161,2360
Os01g0867300,1479,4861,1819,6555
Os01g0867400,237,809,281,941
Os01g0867450,0,0,0,0
Os01g0867600,1146,2288,1453,3507
Os01g0867700,2465,1673,2632,2311
Os01g0867800,5183,5025,5504,6823
Os01g0867900,5694,4732,7390,6682
Os01g0868000,347,737,537,1209
Os01g0868200,915,957,1135,1449
Os01g0868301,1,1,0,1
Os01g0868400,6,3,8,2
Os01g0868300,391,122,373,131
Os01g0868550,0,0,0,0
Os01g0868600,125,56,125,115
Os01g0868800,0,0,0,2
Os01g0868900,1583,689,2298,742
Os01g0869000,4124,5992,5548,9569
Os01g0869200,875,770,1153,963
Os01g0869300,460,153,474,239
Os01g0869400,9,2,0,18
Os01g0869450,4,2,3,8
Os01g0869500,66,25,55,42
Os01g0869550,2,0,2,0
Os01g0869600,2413,2140,3297,2424
Os01g0869750,0,0,0,0
Os01g0869800,10425,2779,14000,2995
Os01g0869900,6646,6708,7671,10923
Os01g0870100,2747,2402,2959,3309
Os01g0870201,307,311,373,418
Os01g0870300,254,306,293,363
Os01g0870350,1,0,0,0
Os01g0870400,101,59,113,64
Os01g0870500,504,164,684,229
Os01g0870750,4,4,2,7
Os01g0871000,1,5,2,5
Os01g0871100,757,623,867,832
Os01g0871150,0,0,0,0
Os01g0871200,15557,16186,22977,26572
Os01g0871300,3927,4013,4444,4300
Os01g0871350,952,926,947,1208
Os01g0871400,3,2,1,7
Os01g0871500,1127,1541,2290,3171
Os01g0871600,87,49,76,63
Os01g0871700,3,1,0,2
Os01g0871733,6,0,1,3
Os01g0871800,458,411,269,408
Os01g0871900,1691,1534,1612,2302
Os01g0872000,159,218,123,294
Os01g0872100,41,34,28,78
Os01g0872201,2,2,0,3
Os01g0872300,5,2,13,4
Os01g0872350,0,0,0,0
Os01g0872400,199,90,223,188
Os01g0872450,2,0,4,4
Os01g0872500,196,255,240,390
Os01g0872533,0,2,0,0
Os01g0872566,893,433,1091,486
Os01g0872600,81,48,67,51
Os01g0872650,53,27,80,37
Os01g0872700,9530,11982,10281,15612
Os01g0872800,5184,4398,7347,6917
Os01g0872900,0,0,0,2
Os01g0873000,0,0,0,0
Os01g0873100,147,88,181,99
Os01g0873200,694,351,1245,727
Os01g0873300,0,0,0,0
Os01g0873700,1919,2612,2452,4175
Os01g0873800,1234,1693,1609,2309
Os01g0873900,4238,4295,5427,6101
Os01g0874100,2784,1991,2909,2043
Os01g0874300,1220,1000,2173,1509
Os01g0874700,6748,6435,8881,9314
Os01g0874800,3485,1533,4212,2081
Os01g0874900,3548,3977,3787,5332
Os01g0875000,137,85,131,170
Os01g0875150,0,0,0,3
Os01g0875300,1621,1014,2006,1448
Os01g0875400,2350,2365,2644,3197
Os01g0875500,3787,3600,5162,4988
Os01g0875700,1934,2000,2890,3897
Os01g0875800,87,50,124,72
Os01g0876100,1,11,3,9
Os01g0876200,0,1,0,2
Os01g0876300,269,466,507,972
Os01g0876400,5418,8433,6693,12842
Os01g0876500,1893,1587,2394,2439
Os01g0876650,127,17,195,57
Os01g0876800,8028,4651,9617,6381
Os01g0877001,0,0,0,0
Os01g0877300,2355,1790,2697,1916
Os01g0877400,10,10,4,7
Os01g0877450,7,9,8,42
Os01g0877500,0,0,0,0
Os01g0877600,1111,1107,1840,1772
Os01g0877900,88,107,116,160
Os01g0878000,193,104,231,146
Os01g0878101,6,3,7,7
Os01g0878200,0,0,0,0
Os01g0878300,5075,6670,5322,12502
Os01g0878400,178,235,150,280
Os01g0878550,2,3,0,5
Os01g0878700,70,70,66,94
Os01g0878750,0,0,0,0
Os01g0878800,2311,1549,3300,3470
Os01g0878900,746,96,901,203
Os01g0879000,0,0,0,2
Os01g0879100,2,0,1,1
Os01g0879200,160,129,157,181
Os01g0879300,14,34,18,59
Os01g0879400,2084,1534,2324,2151
Os01g0879500,577,511,563,530
Os01g0879600,21,4,5,7
Os01g0880100,0,0,1,0
Os01g0880200,1372,992,1818,2248
Os01g0880250,0,1,3,0
Os01g0880300,612,627,923,1281
Os01g0880350,2,0,5,11
Os01g0880400,1496,997,1561,1424
Os01g0880800,36,46,16,13
Os01g0880850,0,0,0,0
Os01g0880900,118,66,94,62
Os01g0881000,30,32,41,48
Os01g0881100,0,2,0,0
Os01g0881300,14186,16756,14229,19973
Os01g0881400,235,274,374,360
Os01g0881450,0,1,1,2
Os01g0881500,8329,12198,10477,14434
Os01g0881800,608,370,1619,1055
Os01g0881900,3246,5629,4050,8285
Os01g0881950,0,2,2,0
Os01g0881966,641,789,924,1090
Os01g0882000,15,30,23,25
Os01g0882100,16,29,28,13
Os01g0882200,410,276,669,527
Os01g0882300,1459,1317,1883,1807
Os01g0882250,0,0,0,0
Os01g0882400,63,68,115,98
Os01g0882500,4734,1973,9001,2831
Os01g0882800,228,32,311,64
Os01g0882900,0,0,0,0
Os01g0883000,187,75,361,223
Os01g0883100,925,826,1071,1076
Os01g0883200,2996,2482,3733,3569
Os01g0883600,0,2,2,0
Os01g0883400,2,0,2,2
Os01g0883800,47,67,33,169
Os01g0883850,0,0,0,0
Os01g0883900,6431,2761,7033,3509
Os01g0884050,1,1,2,1
Os01g0884200,6,23,8,38
Os01g0884300,6318,24837,9418,49121
Os01g0884350,0,0,0,0
Os01g0884400,1392,1794,1942,2539
Os01g0884450,0,0,0,0
Os01g0884500,1222,1414,1620,2167
Os01g0884600,0,0,0,0
Os01g0884700,274,486,449,851
Os01g0884800,4,8,11,4
Os01g0884850,1,2,2,2
Os01g0884900,2308,1731,2834,2287
Os01g0885000,849,1086,1251,2134
Os01g0885200,2512,3703,4170,4966
Os01g0885300,8610,9068,11490,10599
Os01g0885500,596,475,715,565
Os01g0885600,987,1467,1158,2375
Os01g0885700,104,217,161,281
Os01g0885900,12,2,37,6
Os01g0886000,1623,1835,2261,2897
Os01g0886200,0,0,4,0
Os01g0886300,5296,4537,5823,6625
Os01g0886350,476,219,580,212
Os01g0886500,1696,1447,2055,1892
Os01g0886600,2026,1403,2481,2089
Os01g0886700,0,0,0,0
Os01g0886900,3746,5367,3852,3603
Os01g0887100,1635,1016,1907,1305
Os01g0887400,474,260,710,384
Os01g0887550,45,2,110,6
Os01g0887700,3152,5554,4228,8777
Os01g0887850,8,30,18,53
Os01g0888022,0,2,2,0
Os01g0888200,0,0,0,0
Os01g0888300,315,391,569,631
Os01g0888500,5379,3443,5395,3191
Os01g0888600,777,832,1068,1107
Os01g0888700,12,16,37,61
Os01g0888750,1,0,1,0
Os01g0888800,225,263,403,350
Os01g0888900,269,695,628,1533
Os01g0889000,9085,7393,9633,9237
Os01g0889200,4462,4720,5772,7163
Os01g0889400,223,258,408,372
Os01g0889601,0,0,0,0
Os01g0889800,3077,1544,3872,1826
Os01g0889900,1918,1586,3013,2752
Os01g0890001,80,78,120,117
Os01g0890100,5,5,10,6
Os01g0890050,26,31,37,35
Os01g0890200,4,3,8,3
Os01g0890250,0,0,0,0
Os01g0890300,2,10,6,8
Os01g0890400,4,2,0,0
Os01g0890500,0,0,1,0
Os01g0890600,374,207,590,293
Os01g0890900,0,0,0,0
Os01g0890950,0,0,0,2
Os01g0891000,1,2,0,0
Os01g0891033,6,1,4,5
Os01g0891066,15,29,29,48
Os01g0891100,2,5,4,12
Os01g0891300,17,9,11,11
Os01g0891350,1,1,3,2
Os01g0891400,430,320,434,320
Os01g0891601,170,60,229,44
Os01g0891700,126,60,239,87
Os01g0891800,0,0,0,0
Os01g0892300,355,175,479,194
Os01g0892500,289,274,551,366
Os01g0892600,626,276,1138,332
Os01g0892800,1348,767,3131,981
Os01g0893300,0,0,0,0
Os01g0893400,1205,615,1359,1005
Os01g0893700,16,26,1,75
Os01g0894000,938,763,1077,1124
Os01g0894050,0,0,0,0
Os01g0894075,0,0,0,0
Os01g0894100,2,7,8,12
Os01g0894300,5341,3576,5954,4443
Os01g0894500,2591,2315,3504,3127
Os01g0894600,3517,2399,4378,3955
Os01g0894700,5293,2581,8723,3259
Os01g0895000,77,63,60,41
Os01g0895100,8731,6790,10510,8149
Os01g0895200,311,100,81,260
Os01g0895300,1065,311,469,528
Os01g0895500,511,398,509,623
Os01g0895600,31074,23223,35525,29007
Os01g0896200,1491,579,2186,979
Os01g0896300,1210,341,1313,394
Os01g0896350,0,0,0,0
Os01g0896400,727,323,1102,293
Os01g0896500,6527,3232,11456,4696
Os01g0896700,48034,33051,49385,32899
Os01g0896800,13486,9573,14030,10046
Os01g0897000,1789,982,1921,999
Os01g0897100,99,125,119,133
Os01g0897150,1,0,1,2
Os01g0897200,3948,4409,5080,5865
Os01g0897300,920,597,1278,599
Os01g0897500,694,620,666,592
Os01g0897600,7046,6175,6476,7617
Os01g0897700,3555,2119,3681,2947
Os01g0897800,11167,11950,12800,18014
Os01g0898300,6925,5610,7847,6995
Os01g0898400,654,463,777,632
Os01g0898500,172,113,178,188
Os01g0898600,2,6,8,6
Os01g0898800,352,567,640,833
Os01g0898900,1313,1121,1554,1897
Os01g0899000,2487,1762,2866,2258
Os01g0899100,4,0,0,6
Os01g0899200,1884,1107,1676,1751
Os01g0899275,0,3,1,1
Os01g0899350,0,0,0,0
Os01g0899387,10,15,6,7
Os01g0899425,0,5,0,1
Os01g0899500,2879,2333,3694,3248
Os01g0899700,436,379,597,518
Os01g0899800,121,93,69,98
Os01g0900200,1265,1900,1532,2788
Os01g0900400,2,2,6,6
Os01g0900300,0,0,0,0
Os01g0900700,0,4,0,0
Os01g0900750,0,0,0,1
Os01g0900800,4945,9949,6555,11842
Os01g0900900,819,843,1394,1596
Os01g0901000,1892,2126,2305,3185
Os01g0901101,4,1,1,4
Os01g0901200,1512,957,1243,943
Os01g0901300,995,635,1062,615
Os01g0901500,328,199,630,524
Os01g0901550,1,1,0,0
Os01g0901600,145,167,431,582
Os01g0901650,0,0,0,0
Os01g0901700,654,1007,686,935
Os01g0901800,1433,952,1698,1375
Os01g0901900,4144,2039,5311,2128
Os01g0901950,0,0,0,0
Os01g0902000,705,586,773,668
Os01g0902100,203,165,284,288
Os01g0902200,1319,1065,1639,1274
Os01g0902300,1284,1099,1855,1416
Os01g0902700,125,274,220,325
Os01g0902750,0,0,0,0
Os01g0902800,9,10,26,29
Os01g0903100,0,0,0,0
Os01g0903800,0,0,0,0
Os01g0903900,0,0,0,0
Os01g0904000,0,0,0,2
Os01g0904200,2072,2081,2244,2242
Os01g0904300,554,663,730,880
Os01g0904400,2668,991,2877,1387
Os01g0904500,1024,939,1283,1208
Os01g0904700,1815,2287,2211,3279
Os01g0905200,2451,954,3331,809
Os01g0905300,605,458,1372,439
Os01g0905400,12,2,10,10
Os01g0905500,13,18,15,28
Os01g0905700,3712,4206,5200,6673
Os01g0905800,38091,85662,38154,56436
Os01g0906000,441,349,534,441
Os01g0906200,2565,2140,3304,3333
Os01g0906425,22,16,43,43
Os01g0906450,129,146,344,346
Os01g0906600,3450,3471,4270,4918
Os01g0907200,566,1413,1082,599
Os01g0907300,2691,2417,3432,3163
Os01g0907400,932,827,1049,1061
Os01g0907600,0,3,0,0
Os01g0907900,5,6,2,9
Os01g0908001,32,43,41,29
Os01g0908100,1539,1331,1893,1949
Os01g0908200,4151,4392,8170,6044
Os01g0908301,121,101,192,116
Os01g0908400,3451,2437,3675,2903
Os01g0908500,4956,5679,6720,8506
Os01g0908600,1647,543,1244,483
Os01g0908700,7179,9925,8925,12608
Os01g0908800,423,467,592,707
Os01g0909000,20,7,18,23
Os01g0909100,1310,1250,1245,1341
Os01g0909150,60,14,22,5
Os01g0909200,4658,3327,4974,3887
Os01g0909300,22,3,29,10
Os01g0909400,370,283,875,642
Os01g0909500,4887,5916,5116,7658
Os01g0909600,0,0,0,0
Os01g0910200,493,411,491,458
Os01g0910300,131,154,168,299
Os01g0910400,20,40,57,66
Os01g0910450,0,0,0,0
Os01g0910500,1532,1627,2783,4425
Os01g0910800,5,306,1,549
Os01g0910900,51680,41038,75175,68975
Os01g0911000,1384,1254,1437,1362
Os01g0911100,13630,18680,19191,31494
Os01g0911133,0,1,1,0
Os01g0911200,10030,7167,11000,9137
Os01g0911250,0,0,0,1
Os01g0911300,2578,3531,3412,5249
Os01g0911700,4,16,2,23
Os01g0911800,5927,5888,7213,7900
Os01g0911900,1380,1192,1554,1204
Os01g0912400,0,0,0,2
Os01g0912600,247,240,291,287
Os01g0912700,2829,1521,5120,2300
Os01g0912850,455,189,868,330
Os01g0912900,178,120,152,113
Os01g0913000,217,110,266,211
Os01g0913100,986,884,1401,1648
Os01g0913300,4,12,15,11
Os01g0913400,379,312,364,327
Os01g0913600,145,119,168,158
Os01g0913800,784,534,908,544
Os01g0913900,26,14,27,18
Os01g0914000,1528,2296,1648,3450
Os01g0914100,177,171,224,352
Os01g0914200,86,39,110,51
Os01g0914300,900,336,837,479
Os01g0914400,442,293,492,227
Os01g0914600,99,68,131,68
Os01g0914700,67,25,80,23
Os01g0914800,4763,3866,5660,4843
Os01g0915000,118,377,503,1455
Os01g0915200,0,6,0,8
Os01g0915300,671,759,1154,989
Os01g0915401,0,0,0,0
Os01g0915350,1759,2083,2347,2811
Os01g0915400,0,1,2,1
Os01g0915600,4212,2314,6396,3349
Os01g0915666,2,2,1,1
Os01g0915732,0,0,0,1
Os01g0915800,6658,4033,7430,4861
Os01g0915900,856,961,913,1143
Os01g0916000,3551,3424,4988,5295
Os01g0916100,616,481,1623,1283
Os01g0916200,6147,5962,7207,8244
Os01g0916300,2068,2745,2688,4148
Os01g0916350,39,87,46,176
Os01g0916400,0,0,0,0
Os01g0916600,18466,13171,12895,9670
Os01g0916700,277,157,180,134
Os01g0916800,5282,5358,6383,7272
Os01g0916950,92,83,85,95
Os01g0917100,0,0,0,3
Os01g0917200,1594,1074,2045,1547
Os01g0917300,766,414,938,720
Os01g0917400,3312,2475,4888,3865
Os01g0917500,611,549,707,908
Os01g0917700,120,66,168,242
Os01g0917801,12,11,17,28
Os01g0917900,331,281,589,656
Os01g0918100,3979,2529,4759,4149
Os01g0918200,1502,1450,1936,2325
Os01g0918300,14825,13873,23274,21440
Os01g0918400,16,25,15,39
Os01g0918500,1051,1398,1441,2178
Os01g0919100,2,11,2,8
Os01g0919150,0,0,0,0
Os01g0919200,2,0,7,0
Os01g0919400,2156,1771,3879,2680
Os01g0919500,1539,1655,1754,2347
Os01g0919600,4049,3294,6272,6914
Os01g0919700,2997,1723,4201,2076
Os01g0919800,670,399,895,373
Os01g0919900,1543,942,2284,1131
Os01g0919950,0,0,1,0
Os01g0920000,1746,1452,2025,2319
Os01g0920100,7834,12197,9152,19831
Os01g0920200,2803,3522,3439,5128
Os01g0920300,5668,3129,6246,2954
Os01g0920400,6200,5829,7109,7727
Os01g0920700,32,42,50,57
Os01g0920450,49,55,46,46
Os01g0920500,47,42,99,90
Os01g0920800,4,7,3,4
Os01g0921000,45,87,75,243
Os01g0921100,290,122,430,267
Os01g0921200,3130,2727,3814,3476
Os01g0921300,1707,1397,2219,2136
Os01g0921400,812,891,1069,1113
Os01g0921450,0,0,0,0
Os01g0921500,12,11,4,8
Os01g0921550,0,0,8,1
Os01g0921600,6782,7528,7638,9210
Os01g0921800,973,1112,1999,2823
Os01g0922000,1505,1531,1867,1993
Os01g0922100,75,47,76,48
Os01g0922350,0,0,2,0
Os01g0922600,2081,3102,4892,11021
Os01g0922700,303,230,733,408
Os01g0922800,6143,7548,7081,10746
Os01g0923000,927,1826,2452,4812
Os01g0923200,174,121,230,207
Os01g0923300,5965,7054,9244,12707
Os01g0923400,0,2,0,0
Os01g0923600,4817,4982,6077,7473
Os01g0923700,10788,20444,15023,38142
Os01g0923750,0,2,1,3
Os01g0923800,17,12,16,12
Os01g0923900,3845,3611,5054,5357
Os01g0923950,96,32,85,60
Os01g0924000,14615,7629,20933,9416
Os01g0924200,459,235,598,552
Os01g0924300,3518,2640,3118,2758
Os01g0924400,2597,2498,4093,4867
Os01g0924500,52,44,88,107
Os01g0924600,8491,7852,9590,11961
Os01g0924700,0,4,2,6
Os01g0924800,2635,2227,3201,2788
Os01g0924900,5944,4334,6157,5448
Os01g0924933,165,162,335,334
Os01g0924966,49,23,36,22
Os01g0925000,1475,1183,1708,1527
Os01g0925100,50,56,102,102
Os01g0925200,1748,2885,2415,4773
Os01g0925300,1662,1215,2096,1510
Os01g0925350,0,0,0,0
Os01g0925400,775,936,1337,2966
Os01g0925600,4,11,7,25
Os01g0925700,3830,3330,4769,4624
Os01g0925800,3642,3307,4474,4464
Os01g0926200,1538,1311,1657,1726
Os01g0926300,85,134,65,131
Os01g0926350,0,0,0,0
Os01g0926400,425,206,536,412
Os01g0926450,3,0,1,0
Os01g0926501,0,0,0,0
Os01g0926600,6816,5628,9683,8199
Os01g0926700,7412,3545,8501,4642
Os01g0926800,2662,2201,3119,2274
Os01g0927000,1052,762,1097,861
Os01g0927300,966,1582,1366,2373
Os01g0927400,908,699,1069,1035
Os01g0927500,581,393,580,573
Os01g0927600,15245,15195,20016,22558
Os01g0927900,1653,1477,2258,2084
Os01g0927950,0,0,0,1
Os01g0928000,888,1195,1168,1767
Os01g0928100,5135,5477,6348,7419
Os01g0928200,66,44,63,54
Os01g0928300,1265,1459,1270,1821
Os01g0928400,37,8,50,20
Os01g0928600,10,16,5,37
Os01g0928700,11,5,17,50
Os01g0928800,3782,3953,5054,6400
Os01g0929000,2028,911,2206,1120
Os01g0929100,18418,5145,24915,6716
Os01g0929200,975,628,1041,953
Os01g0929500,927,1079,1186,1534
Os01g0929600,0,2,0,2
Os01g0929800,51,32,52,31
Os01g0929967,0,2,6,2
Os01g0930000,1187,901,1837,1283
Os01g0930200,6838,7858,9921,10550
Os01g0930300,192,176,176,168
Os01g0930400,1608,1509,1679,1126
Os01g0930500,167,229,215,582
Os01g0930800,5185,3629,7688,4624
Os01g0930900,4,0,3,9
Os01g0930950,109,176,184,349
Os01g0931000,44,57,66,135
Os01g0931100,2804,5951,3397,8014
Os01g0931200,1079,353,1647,352
Os01g0931300,2120,2726,2308,3496
Os01g0931400,807,865,894,1073
Os01g0931600,33,46,101,183
Os01g0931700,1,5,6,4
Os01g0932000,0,0,0,0
Os01g0932500,6,0,5,2
Os01g0932525,0,0,0,0
Os01g0932550,1425,1565,1657,2745
Os01g0932600,4306,6093,6265,9360
Os01g0932650,0,0,2,2
Os01g0932700,0,0,0,0
Os01g0932950,19,4,34,14
Os01g0933075,85,107,246,243
Os01g0933200,2963,6752,4201,8790
Os01g0933300,196,226,387,447
Os01g0933400,4,2,0,3
Os01g0933500,115,133,224,419
Os01g0933600,2287,2852,3700,5355
Os01g0933900,870,580,1031,1106
Os01g0933950,0,0,0,0
Os01g0934000,2376,2884,2799,4787
Os01g0934100,4554,5190,7335,7429
Os01g0934200,1414,1855,2052,2469
Os01g0934300,3806,3871,4945,5884
Os01g0934400,1121,2452,2346,3924
Os01g0934500,844,1004,1276,1582
Os01g0934600,0,0,0,0
Os01g0934700,0,0,0,0
Os01g0934800,397,359,284,459
Os01g0934900,143,568,228,715
Os01g0934901,14,8,12,11
Os01g0935000,52,65,51,61
Os01g0935050,0,0,0,0
Os01g0935100,3,0,0,2
Os01g0935200,198,110,244,203
Os01g0935300,348,291,393,414
Os01g0935350,0,0,0,0
Os01g0935400,57,66,88,135
Os01g0935450,0,1,2,3
Os01g0935500,2392,2196,3194,3436
Os01g0935600,2833,5104,3961,7998
Os01g0935700,3384,3376,3473,3558
Os01g0935800,273,20,308,47
Os01g0935900,6589,7249,7385,9764
Os01g0936000,7,15,21,32
Os01g0936100,3583,3860,4252,6358
Os01g0936200,3094,3519,4324,6345
Os01g0936600,5586,2665,7462,5492
Os01g0936700,107,43,167,64
Os01g0936800,4710,3332,5181,4518
Os01g0936850,1,0,0,2
Os01g0936900,3,3,3,2
Os01g0936950,0,0,0,0
Os01g0937000,2,3,2,7
Os01g0937012,0,2,2,0
Os01g0937025,0,0,0,0
Os01g0937050,6,6,3,4
Os01g0937100,260,221,476,436
Os01g0937200,302,250,420,538
Os01g0937300,1196,940,1278,1193
Os01g0937400,3511,2523,3793,3773
Os01g0937366,0,0,0,0
Os01g0937500,7,3,12,2
Os01g0937600,4,0,10,2
Os01g0937800,4,1,2,4
Os01g0937850,0,0,0,0
Os01g0937900,587,292,849,490
Os01g0938100,3381,1475,5081,1668
Os01g0938200,3716,2144,4040,2732
Os01g0938400,330,310,504,489
Os01g0938600,4659,3074,5731,4871
Os01g0938900,17246,12769,16622,14654
Os01g0939000,293,263,351,302
Os01g0939100,66,67,74,105
Os01g0939150,0,0,0,0
Os01g0939200,284,208,309,278
Os01g0939300,48,64,72,69
Os01g0939400,721,738,844,1042
Os01g0939450,17,12,30,20
Os01g0939500,0,0,0,0
Os01g0939550,236,166,232,227
Os01g0939600,4279,3630,6117,4068
Os01g0939700,3365,2879,3930,3797
Os01g0939800,6,3,8,19
Os01g0939901,10,6,18,19
Os01g0940000,1369,1233,2333,2460
Os01g0940100,1854,1008,2275,1720
Os01g0940600,1486,752,1899,946
Os01g0940700,5460,2941,5426,3374
Os01g0940800,3352,2479,6056,5722
Os01g0941200,1413,1502,2295,5009
Os01g0941500,2,0,0,9
Os01g0941800,332,287,516,384
Os01g0942200,70,33,145,39
Os01g0942300,924,398,903,256
Os01g0942900,0,0,0,0
Os01g0943000,0,0,0,0
Os01g0943100,0,0,0,2
Os01g0943400,0,0,0,0
Os01g0943700,0,0,0,0
Os01g0943800,0,0,0,0
Os01g0943900,0,0,0,0
Os01g0943950,0,1,0,2
Os01g0944000,0,4,0,0
Os01g0944100,0,0,0,0
Os01g0944200,0,0,0,0
Os01g0944500,0,0,0,1
Os01g0944700,2549,4217,3097,12212
Os01g0944800,6,64,5,82
Os01g0944900,213,1550,194,2728
Os01g0945001,1315,801,1101,635
Os01g0945100,0,3,2,1
Os01g0945150,17,24,24,19
Os01g0945200,23,25,16,14
Os01g0945250,5,6,8,6
Os01g0945300,134,67,133,45
Os01g0945400,2,2,0,0
Os01g0945600,8,1,8,1
Os01g0945666,0,0,0,0
Os01g0945650,207,85,178,73
Os01g0945700,0,0,0,0
Os01g0945800,5971,6232,6284,7861
Os01g0946100,79,38,88,49
Os01g0946200,475,326,944,591
Os01g0946300,65,40,99,87
Os01g0946500,314,431,549,983
Os01g0946550,8,6,10,19
Os01g0946600,385,921,456,1273
Os01g0946700,1697,5001,1654,6508
Os01g0946850,0,0,0,0
Os01g0946800,0,0,0,0
Os01g0947000,198,228,183,358
Os01g0947500,94,151,87,312
Os01g0947700,0,0,0,0
Os01g0947767,0,0,0,0
Os01g0947800,0,0,0,0
Os01g0947833,0,1,1,0
Os01g0948100,868,672,981,883
Os01g0948133,6,11,13,8
